"","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1.Yes","HOME_VAL","MSTATUS.Yes","SEX.z_F","EDUCATION..High.School","EDUCATION.Bachelors","EDUCATION.Masters","EDUCATION.PhD","JOB.Clerical","JOB.Doctor","JOB.Home.Maker","JOB.Lawyer","JOB.Manager","JOB.Professional","JOB.Student","JOB.z_Blue.Collar","TRAVTIME","CAR_USE.Private","BLUEBOOK","TIF","CAR_TYPE.Minivan","CAR_TYPE.Panel.Truck","CAR_TYPE.Sports.Car","CAR_TYPE.Van","CAR_TYPE.z_SUV","RED_CAR.yes","OLDCLAIM","CLM_FREQ","REVOKED.Yes","MVR_PTS","CAR_AGE","URBANICITY.Highly.Urban..Urban"
"2825",0,0,0,52,0,12,5551,0,3284,1,0,0,0,0,1,0,1,0,0,0,0,0,0,34,1,1111,9,0,0,0,1,0,1,328,2,0,4,22,1
"2946",0,0,0,46,0,13,5039,0,2290,1,1,0,0,1,0,0,0,0,0,0,1,0,0,31,1,1897,3,0,0,0,1,0,0,1,0,0,0,22,1
"2220",0,0,0,49,0,8,3652,0,2583,1,1,0,1,0,0,0,0,0,0,0,1,0,0,22,1,449,6,0,0,0,0,1,0,1,0,1,0,9,1
"3084",0,0,0,30,2,12,924,1,3899,0,1,0,1,0,0,0,0,0,0,0,0,0,1,28,0,1370,4,0,0,0,0,1,0,1,0,1,0,9,1
"3990",0,0,0,60,0,11,3124,0,43,1,1,1,0,0,0,0,0,1,0,0,0,0,0,51,1,626,4,1,0,0,0,0,0,1,0,0,0,4,0
"2204",1,2597,0,39,1,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,15,1,940,10,0,0,0,0,1,0,1,0,0,2,8,0
"2841",0,0,0,41,0,9,3267,0,1700,1,1,0,0,0,0,0,0,0,0,0,1,0,0,31,1,1725,6,0,0,0,0,1,0,1,0,0,0,9,1
"3299",0,0,0,41,0,0,2,0,5045,1,1,0,0,1,0,0,0,0,1,0,0,0,0,33,1,2681,1,0,0,0,0,1,0,1,0,1,1,10,1
"632",0,0,0,51,0,11,4676,0,2011,1,1,0,1,0,0,0,0,0,0,1,0,0,0,34,1,1112,1,0,0,0,0,0,0,246,1,0,4,11,1
"5921",0,0,0,29,4,16,5119,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,52,1,383,6,1,0,0,0,0,0,1,0,0,0,8,1
"2431",0,0,0,40,0,14,298,0,3637,1,0,0,1,0,0,0,0,0,0,1,0,0,0,19,0,750,9,0,0,0,1,0,1,1,0,0,2,7,1
"1801",0,0,0,49,0,13,1382,0,452,1,0,1,0,0,0,1,0,0,0,0,0,0,0,20,0,2070,4,0,1,0,0,0,0,1,0,0,0,6,0
"5060",0,0,0,47,0,11,2624,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,1,2377,1,0,0,0,0,0,1,1,0,0,0,1,0
"4046",0,0,1,43,3,15,1,0,1367,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,3,1,0,0,0,0,1,1,0,1,0,7,1
"4251",1,2222,0,47,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,1,1,6,0,0,0,0,1,0,1962,1,0,0,1,1
"1715",1,312.64148728,1,37,4,16,5461,0,2897,1,1,0,1,0,0,0,0,0,0,0,0,0,1,40,0,208,10,1,0,0,0,0,0,1812,2,0,2,14,1
"5925",0,0,0,26,1,7,1785,0,188,1,1,0,0,0,0,1,0,0,0,0,0,0,0,64,1,1859,6,0,0,0,0,1,0,423,1,1,5,9,0
"5356",1,6481,0,39,3,8,1978,0,828,1,1,1,0,0,0,1,0,0,0,0,0,0,0,36,1,264,1,0,0,1,0,0,0,1,0,0,2,3,1
"3254",0,0,0,38,0,14,4413,0,2124,1,0,0,1,0,0,0,0,0,0,0,1,0,0,32,1,583,4,1,0,0,0,0,1,1,0,0,0,11,1
"1294",0,0,0,43,1,12,6040,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,0,527,16,1,0,0,0,0,0,1,0,0,0,11,0
"2252",0,0,0,39,3,13,388,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,54,1,176,13,0,0,0,0,1,0,1,0,0,0,1,0
"992",0,0,0,35,0,9,6458,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,33,0,1536,9,0,1,0,0,0,1,1,0,0,2,11,1
"2836",1,18883.296189,0,31,1,11,2357,0,817,1,1,0,0,0,0,1,0,0,0,0,0,0,0,32,1,2107,13,0,0,0,0,1,0,1695,1,1,2,9,1
"1792",0,0,0,35,2,9,187,0,4042,1,1,0,0,0,1,0,0,0,0,1,0,0,0,30,1,2084,6,0,0,0,0,0,0,1,0,0,0,17,1
"1686",0,0,0,33,3,16,6199,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,19,0,2247,13,0,0,0,0,1,0,1,0,0,1,1,1
"2372",0,0,0,59,0,6,1,0,4475,1,1,0,0,0,1,0,0,0,0,1,0,0,0,26,0,1271,7,0,0,0,0,0,0,1,0,0,0,8,1
"4685",0,0,1,38,2,12,1786,0,202,1,1,0,0,0,0,1,0,0,0,0,0,0,0,32,1,748,1,1,0,0,0,0,0,2297,2,0,1,11,1
"1812",0,0,0,43,0,12,5843,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,1,682,8,1,0,0,0,0,1,1,0,0,1,1,1
"5362",1,3467,0,43,0,13,1505,0,4646,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30,0,1585,1,0,1,0,0,0,0,1,0,0,0,17,1
"4798",1,4042,0,44,0,13,5133,0,3403,1,1,0,0,0,0,0,0,0,0,0,0,0,1,38,1,2390,1,0,0,1,0,0,0,1,0,0,0,1,1
"5803",0,0,0,29,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,15,1,2243,1,0,0,1,0,0,0,2667,2,0,2,5,1
"5040",0,0,0,53,1,10,3114,1,1828,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44,0,1,7,0,0,1,0,0,0,848,2,0,3,1,1
"4790",1,5212,0,53,0,11,2434,0,1468,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2477,6,0,0,0,0,1,0,1,0,0,2,1,1
"4862",0,0,0,51,0,7,904,0,4333,1,1,0,0,0,1,0,1,0,0,0,0,0,0,22,1,984,6,1,0,0,0,0,0,1439,1,0,0,18,1
"5697",0,0,0,47,0,13,63,0,35,1,1,0,1,0,0,0,0,1,0,0,0,0,0,37,1,2424,4,0,0,0,0,1,0,206,2,0,0,9,1
"674",0,0,0,30,1,12,2261,0,585,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,1,281,3,1,0,0,0,0,1,1711,1,1,0,7,1
"5243",1,2255,0,43,3,14,1,0,1638,1,1,0,0,0,0,0,0,0,0,0,0,0,1,25,1,580,1,1,0,0,0,0,1,1,0,0,4,7,1
"2331",0,0,0,35,0,8,4478,0,1835,1,1,0,0,0,0,0,0,0,0,0,0,0,1,61,0,362,6,0,0,0,0,1,0,1,0,0,0,5,0
"1983",1,1499.1775176,0,37,0,13,1,0,697,1,1,0,0,0,0,1,0,0,0,0,0,0,0,36,1,2552,6,0,0,0,0,1,0,1,0,1,0,1,1
"284",1,4875,0,45,3,14,6415,0,3875,1,0,0,0,1,0,0,0,0,1,0,0,0,0,55,1,2490,1,0,0,0,0,1,0,1,0,0,2,14,1
"1868",0,0,0,53,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7,1,1077,7,1,0,0,0,0,0,1,0,0,3,17,1
"1708",0,0,0,49,0,5,1423,0,4643,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,897,11,0,0,0,1,0,0,482,3,0,5,1,1
"912",0,0,1,42,1,7,862,0,4271,1,0,0,0,0,0,0,0,0,0,1,0,0,0,39,1,469,1,1,0,0,0,0,1,1651,2,1,7,9,1
"1964",0,0,0,48,0,15,2842,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,1,2781,1,0,0,0,0,0,1,2595,2,0,0,6,1
"3787",0,0,0,55,0,15,5869,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7,1,1479,3,1,0,0,0,0,0,1138,2,1,3,17,1
"2514",0,0,0,48,0,13,5959,0,3554,1,0,0,0,1,0,0,0,0,1,0,0,0,0,53,1,219,10,0,0,0,0,0,1,1,0,1,0,17,1
"127",0,0,0,46,0,8,5442,0,3064,1,1,0,0,1,0,0,0,0,1,0,0,0,0,43,1,1049,4,0,0,1,0,0,0,1,0,0,0,16,0
"3151",0,0,0,54,0,12,903,0,4224,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,2139,1,0,1,0,0,0,1,1,0,0,1,20,1
"2741",1,1333,0,28,1,14,4692,0,1942,1,1,0,0,1,0,0,0,0,0,0,0,0,0,50,1,65,6,0,0,1,0,0,0,1625,1,1,5,11,1
"5582",1,8712,2,58,2,15,6165,0,3714,1,1,0,0,1,0,0,0,0,0,1,0,0,0,58,1,58,1,0,0,0,0,1,0,1464,5,0,3,22,1
"4263",0,0,0,40,0,11,1352,0,5020,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,2592,6,0,0,0,0,0,1,1,0,0,1,1,0
"6388",0,0,0,55,0,10,6015,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,46,0,2383,1,0,0,0,0,0,1,1485,2,0,0,19,1
"1357",1,464.37523129,0,36,1,12,2141,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,45,1,2334,7,0,0,0,0,1,0,1591,1,0,5,1,1
"3292",0,0,0,52,0,8,1780,0,1455,1,0,1,0,0,0,1,0,0,0,0,0,0,0,64,0,730,1,0,0,0,1,0,0,1,0,0,0,6,0
"3884",0,0,0,47,0,12,4122,0,1190,1,1,0,0,0,0,0,0,0,0,0,1,0,0,29,1,168,1,0,0,1,0,0,0,1480,2,0,4,10,1
"4942",0,0,0,46,0,10,1552,0,4658,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,1,2416,1,0,0,0,0,1,0,1200,1,1,1,12,1
"3671",0,0,0,31,0,13,5846,0,2568,1,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,1828,6,0,1,0,0,0,0,1,0,0,1,6,0
"2118",0,0,0,41,0,13,3126,0,29,1,1,0,1,0,0,0,0,1,0,0,0,0,0,51,1,1,4,0,0,1,0,0,0,1,0,0,0,11,0
"5896",0,0,0,51,0,14,89,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,34,1,1200,1,0,0,0,0,1,0,2811,2,0,3,1,1
"3550",0,0,0,46,0,0,2,0,181,1,1,0,1,0,0,0,0,1,0,0,0,0,0,31,1,1291,3,1,0,0,0,0,0,1,0,0,0,13,0
"5316",0,0,0,44,0,12,2410,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,544,14,1,0,0,0,0,0,1,0,0,0,11,0
"142",0,0,0,49,0,0,2,0,4892,1,1,0,0,0,1,0,0,1,0,0,0,0,0,29,1,812,7,0,0,0,0,1,0,1,0,0,1,1,1
"828",0,0,0,32,5,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,24,1,2247,4,1,0,0,0,0,1,1,0,0,0,8,1
"5170",1,5769,2,38,2,9,3395,1,990,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,0,2394,16,0,0,0,0,1,0,2346,2,0,0,1,1
"3493",0,0,0,42,0,12,370,0,4269,1,1,0,0,1,0,0,0,0,0,1,0,0,0,23,1,1259,9,0,0,1,0,0,0,1,0,0,0,8,1
"2696",0,0,1,43,2,14,2973,0,1849,1,1,0,0,0,0,1,0,0,0,0,0,0,0,55,1,2749,7,0,0,0,0,1,0,1,0,0,0,1,0
"1344",0,0,0,48,0,12,1060,0,4549,1,1,0,0,0,1,0,1,0,0,0,0,0,0,12,1,1069,10,0,0,0,0,1,0,1,0,1,2,18,1
"5220",1,936.59089023,0,45,0,12,4338,0,2067,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54,0,417,11,0,0,1,0,0,0,1,0,0,3,9,1
"643",0,0,0,35,2,13,2832,1,1088,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53,1,2654,4,0,0,0,0,1,0,76,2,0,6,8,0
"3353",0,0,0,47,0,0,2,0,480,1,1,1,0,0,0,0,0,1,0,0,0,0,0,22,1,2668,9,0,0,0,0,1,0,1,0,0,2,1,1
"1184",0,0,0,54,0,9,5308,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,50,1,1372,7,0,0,0,0,1,0,1989,5,0,0,13,1
"3468",0,0,2,41,2,12,4885,0,2233,1,0,0,0,1,0,0,0,0,0,0,0,0,0,47,1,509,1,1,0,0,0,0,0,2385,1,0,3,7,1
"4569",0,0,0,54,0,16,2664,0,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,1,29,1,426,4,1,0,0,0,0,1,1693,1,1,4,1,1
"4365",0,0,0,42,0,11,5460,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,324,1,1,0,0,0,0,1,1244,2,1,2,10,1
"1936",0,0,0,45,0,12,3432,0,1607,1,1,0,0,1,0,0,0,0,0,1,0,0,0,16,1,1506,4,1,0,0,0,0,0,1,0,0,0,15,1
"4965",0,0,0,47,0,7,2074,0,664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,64,1,2670,6,1,0,0,0,0,1,1,0,0,0,10,0
"4531",0,0,0,32,1,9,1,1,711,0,1,0,1,0,0,0,0,0,0,0,0,0,1,41,0,2632,4,1,0,0,0,0,0,1,0,0,0,13,1
"2056",0,0,0,41,0,8,1346,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,1680,4,0,1,0,0,0,1,894,3,0,6,20,1
"5264",0,0,0,47,0,11,3812,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43,1,131,6,1,0,0,0,0,0,1472,1,0,2,6,1
"5336",0,0,0,49,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,21,1,2513,6,0,0,0,0,1,0,1536,2,0,0,7,1
"1377",0,0,0,46,0,7,3598,0,1740,0,1,0,1,0,0,0,0,0,0,0,1,0,0,58,1,87,4,0,0,0,0,1,0,1,0,1,0,11,1
"4631",0,0,0,39,1,17,995,0,5074,1,1,1,0,0,0,1,0,0,0,0,0,0,0,35,1,380,6,1,0,0,0,0,0,1,0,0,4,1,0
"2625",1,4364,0,56,0,14,2824,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,21,1,387,6,0,0,0,0,1,0,1,0,0,5,5,1
"845",1,5102.7434668,0,47,0,5,5107,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,36,0,2424,1,0,0,0,0,0,1,2746,4,0,2,4,1
"4190",1,2572,0,46,0,13,6209,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,38,1,1005,5,0,0,1,0,0,0,1,0,0,0,1,1
"1278",0,0,0,43,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,0,182,6,0,0,0,0,0,0,1,0,0,0,1,0
"5599",0,0,0,52,0,16,4905,0,3733,1,0,0,1,0,0,0,0,0,0,0,0,0,1,61,0,590,17,1,0,0,0,0,0,1762,2,0,0,1,0
"4003",0,0,0,55,0,15,5047,0,2668,1,0,0,1,0,0,0,0,0,0,0,1,0,0,41,1,387,1,1,0,0,0,0,1,1,0,0,0,13,0
"6372",0,0,0,45,1,10,6163,0,2970,1,1,0,0,1,0,0,0,0,0,0,1,0,0,29,1,775,4,0,0,0,0,1,0,1,0,0,1,17,1
"3782",0,0,0,48,0,14,4199,0,1561,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,2491,5,0,0,0,0,0,1,2067,1,0,3,13,1
"5379",0,0,0,47,0,13,1188,0,4462,1,0,0,0,1,0,0,0,0,1,0,0,0,0,39,1,770,10,0,0,0,1,0,1,1,0,0,0,14,1
"387",0,0,0,47,0,8,2263,0,1450,1,1,0,0,0,0,0,0,1,0,0,0,0,0,27,1,408,7,0,0,0,0,1,0,1,0,0,0,1,1
"6514",0,0,0,53,0,10,3286,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,51,1,130,10,0,0,0,0,1,0,1,0,0,0,7,0
"1478",0,0,0,36,0,11,1,0,3500,1,1,0,0,1,0,0,0,0,1,0,0,0,0,16,1,534,6,1,0,0,0,0,0,1,0,0,0,16,1
"974",0,0,0,34,3,14,4361,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,45,1,2138,1,0,0,0,0,0,0,1,0,1,0,6,1
"1908",0,0,0,53,0,10,4718,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,1929,6,0,1,0,0,0,1,1426,2,0,0,12,1
"4973",0,0,0,46,0,6,1516,0,4530,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,2095,1,0,1,0,0,0,1,1,0,0,0,13,1
"2291",0,0,0,51,0,13,4616,0,3400,1,0,0,0,1,0,0,0,0,1,0,0,0,0,25,1,670,11,0,0,0,1,0,1,1,0,0,0,15,1
"5169",0,0,0,34,4,15,4573,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,45,1,601,10,1,0,0,0,0,1,1,0,0,2,11,1
"1306",0,0,0,35,0,10,5898,0,3350,1,0,0,0,0,1,0,1,0,0,0,0,0,0,36,1,537,1,1,0,0,0,0,0,662,2,1,6,12,1
"5714",0,0,0,40,0,11,4455,0,1265,0,1,0,1,0,0,0,0,0,0,0,1,0,0,20,1,2568,4,0,0,0,0,1,0,1,0,0,0,6,1
"5221",0,0,0,41,0,10,4129,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,26,0,432,11,0,0,0,0,1,0,892,2,0,1,1,1
"3779",1,5470,2,45,3,14,3154,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,12,1,748,1,0,0,0,0,1,0,1,0,1,0,1,1
"1443",1,3865,0,42,0,12,4081,0,2354,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,113,1,0,0,0,0,0,1,1,0,0,0,8,1
"6165",1,2959,0,36,0,12,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,44,1,833,1,1,0,0,0,0,0,2571,2,0,1,10,1
"164",1,2659,1,45,3,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,1,658,4,1,0,0,0,0,0,408,3,1,0,1,1
"4584",0,0,0,46,0,11,335,0,4335,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23,0,1717,13,0,1,0,0,0,0,1802,3,0,0,16,1
"509",0,0,0,32,2,15,5624,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36,1,255,4,1,0,0,0,0,0,1,0,0,2,9,0
"2156",0,0,0,37,1,15,5203,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,59,1,2457,3,1,0,0,0,0,0,1,0,0,0,7,0
"4290",0,0,1,43,2,14,5283,1,2456,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36,1,412,13,1,0,0,0,0,1,2529,3,0,3,1,1
"5531",0,0,0,40,2,12,909,0,4380,1,1,0,0,0,0,0,0,0,0,0,0,0,1,29,1,1094,4,1,0,0,0,0,0,1,0,0,0,5,1
"5607",0,0,0,55,0,14,4690,0,2682,1,0,0,0,1,0,0,0,0,1,0,0,0,0,43,1,331,1,1,0,0,0,0,1,509,3,0,1,12,1
"6171",0,0,0,57,0,14,3950,0,1509,1,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,2508,1,0,0,0,0,0,1,1,0,0,0,1,1
"2375",1,3005,0,31,0,8,5065,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,49,0,2240,7,0,0,0,0,0,1,1,0,1,0,1,1
"4643",0,0,0,62,0,13,2345,0,525,1,0,0,1,0,0,0,0,0,0,0,1,0,0,26,1,713,22,0,0,0,0,1,0,1,0,0,0,17,1
"587",0,0,0,42,0,13,1405,0,4555,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26,0,2555,16,0,0,0,0,0,0,1,0,0,0,12,1
"4604",0,0,0,48,0,13,1336,0,4595,0,1,0,0,1,0,0,0,0,1,0,0,0,0,24,1,1297,1,1,0,0,0,0,0,1,0,0,2,7,1
"4731",1,4348,1,39,1,12,3100,0,2471,1,0,0,1,0,0,1,0,0,0,0,0,0,0,38,1,1284,6,1,0,0,0,0,0,2199,2,0,0,11,1
"6416",0,0,1,37,2,11,2309,0,1145,1,1,0,0,0,0,1,0,0,0,0,0,0,0,34,1,2231,10,0,0,1,0,0,0,1425,3,0,0,1,1
"255",0,0,2,51,2,14,4762,0,2714,1,1,0,1,0,0,1,0,0,0,0,0,0,0,84,1,2404,17,0,0,1,0,0,0,1,0,1,0,10,0
"5476",1,4910,0,33,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,404,10,1,0,0,0,0,1,575,2,0,5,10,1
"1570",0,0,0,45,0,15,2035,0,914,1,0,0,1,0,0,0,0,0,0,1,0,0,0,56,1,401,6,1,0,0,0,0,1,1320,2,1,6,1,1
"3898",1,2575,0,57,2,10,2825,0,1347,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,93,1,0,0,0,0,0,0,1165,4,1,5,10,1
"126",0,0,0,51,0,9,3887,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,176,1,0,0,0,0,0,0,1998,3,1,0,1,1
"5263",0,0,0,39,0,9,2136,0,472,1,1,0,0,1,0,0,0,0,0,1,0,0,0,45,1,2601,10,0,0,0,0,1,0,2453,2,0,0,1,1
"2525",1,5963,0,31,0,5,1003,0,318,0,0,1,0,0,0,1,0,0,0,0,0,0,0,34,1,2363,18,1,0,0,0,0,1,2123,1,0,5,1,1
"2415",0,0,0,42,0,12,6251,0,3609,1,0,0,0,1,0,0,0,0,1,0,0,0,0,42,1,635,1,0,0,0,1,0,1,1057,3,0,3,11,1
"4428",0,0,0,34,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,22,0,2476,1,0,0,0,0,1,0,2078,3,0,2,7,1
"4316",0,0,0,29,4,11,1858,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,1,1037,1,0,0,0,0,0,0,1,0,1,1,1,0
"5816",0,0,0,39,3,15,3758,0,1035,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,2008,17,0,1,0,0,0,0,1,0,0,0,21,1
"2425",0,0,0,31,4,15,5129,1,2631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,169,17,0,0,0,0,0,1,2293,1,0,2,1,1
"2839",0,0,0,54,0,10,5873,0,3051,0,1,0,0,1,0,0,0,0,0,1,0,0,0,21,1,514,7,0,0,0,0,1,0,1,0,0,1,15,1
"5584",0,0,0,46,0,11,1424,0,4578,1,0,0,0,0,1,0,1,0,0,0,0,0,0,38,1,897,1,1,0,0,0,0,1,1,0,0,2,12,1
"4945",0,0,1,66,3,11,1512,0,4572,1,1,0,0,0,1,0,1,0,0,0,0,0,0,9,1,2132,1,0,0,1,0,0,0,1,0,0,1,17,1
"1691",1,7135,0,46,0,13,4893,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,33,1,274,1,0,0,0,0,1,0,1774,3,0,5,11,1
"1510",0,0,0,41,0,12,4519,0,2621,1,1,0,1,0,0,0,0,1,0,0,0,0,0,27,1,886,6,1,0,0,0,0,0,1,0,0,0,14,1
"2243",0,0,0,33,1,10,3305,1,1132,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,0,640,6,0,0,0,1,0,1,1,0,0,3,1,1
"4122",0,0,0,46,0,14,3890,0,1480,1,1,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1497,6,1,0,0,0,0,0,1,0,0,0,1,1
"5400",1,16852.814917,0,56,0,12,5683,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,1383,11,0,1,0,0,0,1,329,3,0,5,1,1
"3889",0,0,0,49,0,14,3066,0,1577,1,0,0,0,1,0,0,0,0,1,0,0,0,0,32,1,48,1,1,0,0,0,0,1,1,0,0,0,17,0
"3056",1,4522,0,35,2,13,4431,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,1,259,4,1,0,0,0,0,0,1,0,0,0,7,1
"6105",0,0,0,48,0,12,42,0,84,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29,1,2448,1,0,0,1,0,0,0,1,0,0,0,8,1
"4042",0,0,0,47,0,13,1628,0,4637,1,1,0,0,0,1,0,1,0,0,0,0,0,0,11,1,1783,13,0,0,0,0,0,0,1,0,0,0,15,1
"4443",1,7513,1,41,1,12,4597,0,3052,1,0,0,1,0,0,0,0,0,0,0,1,0,0,56,0,1754,4,0,1,0,0,0,1,1,0,0,6,10,1
"3806",0,0,0,44,1,13,2805,0,1301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,1972,6,0,1,0,0,0,1,1,0,0,4,1,1
"5567",0,0,2,45,3,14,542,0,4184,1,1,0,1,0,0,0,0,0,0,0,1,0,0,38,0,1119,1,0,0,0,0,0,0,1,0,0,2,11,0
"6397",0,0,0,32,2,12,2465,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,2591,5,0,0,0,0,0,1,1,0,0,0,6,0
"3873",0,0,0,30,0,11,6158,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,1,1893,10,1,0,0,0,0,1,1667,1,1,0,7,1
"4576",0,0,0,45,0,12,3432,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,16,1,1068,4,0,0,0,0,0,0,1,0,0,1,15,1
"2215",0,0,0,36,0,9,2592,0,1393,1,1,0,0,0,0,0,0,0,0,0,0,0,1,37,0,2693,6,0,0,0,0,1,0,1,0,0,0,6,1
"3583",1,6357,1,45,1,13,2753,0,1228,1,1,1,0,0,0,1,0,0,0,0,0,0,0,37,1,2562,4,0,0,0,0,1,0,1,0,0,0,1,1
"1285",0,0,1,44,2,11,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,55,0,2773,6,0,0,0,0,1,0,1,0,0,0,9,0
"2353",1,5211,1,36,1,6,3205,0,1729,1,1,0,1,0,0,0,0,0,0,0,1,0,0,30,1,1,4,0,0,1,0,0,0,735,2,1,2,1,1
"1437",1,5069,0,60,0,14,2601,0,1492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,1,1329,4,1,0,0,0,0,0,1,0,0,0,1,1
"1521",0,0,0,43,0,10,4347,0,2822,1,1,0,1,0,0,0,0,0,0,0,0,0,1,72,0,365,3,0,0,0,0,1,0,1,0,0,2,14,0
"4915",0,0,0,41,2,15,6511,0,2849,1,0,0,1,0,0,0,0,0,0,0,0,0,1,44,0,1063,6,0,0,0,1,0,0,1,0,0,3,11,0
"147",0,0,0,40,4,15,3710,1,1721,0,1,0,1,0,0,1,0,0,0,0,0,0,0,21,1,813,8,1,0,0,0,0,0,1,0,0,0,8,1
"3281",0,0,0,58,0,14,6195,0,3502,1,1,0,1,0,0,0,0,0,0,0,1,0,0,33,1,1215,6,1,0,0,0,0,0,2644,3,0,0,13,1
"4738",0,0,0,52,0,10,4294,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,29,1,743,1,0,0,0,1,0,0,1,0,1,0,14,1
"1622",1,3731,0,39,1,15,2470,0,1065,1,1,0,0,0,0,1,0,0,0,0,0,0,0,39,1,326,9,0,0,0,0,1,0,1748,3,0,6,7,0
"4859",0,0,0,39,0,12,2707,0,341,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,1,1259,4,0,0,0,0,0,0,1,0,0,0,6,1
